"Collection Name","Content Note","Title#1","Title Type#1","Name#1","Name Role Term Text#1","Name URI#1","Name#2","Name Role Term Text#2","Name URI#2","Name#3","Name Role Term Text#3","Name URI#3","Name#4","Name Role Term Text#4","Name URI#4","Name#5","Name Role Term Text#5","Name URI#5","Name#6","Name Role Term Text#6","Name URI#6","Name#7","Name URI#7","Name#8","Name URI#8","Name#9","Name URI#9","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Publisher#2","Date Issued#2","Language Term#1","Language Term URI#1","Language Term Type#1","Form#1","Form URI#1","Extent#1","Abstract#1","Table of Contents#1","Note#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Topic#6","Subject Topic URI#6","Subject Name#1","Subject Name URI#1","Subject Name#10","Subject Name URI#10","Subject Name#11","Subject Name URI#11","Subject Name#12","Subject Name URI#12","Subject Name#13","Subject Name URI#13","Subject Name#14","Subject Name URI#14","Subject Name#15","Subject Name URI#15","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Name#5","Subject Name URI#5","Subject Name#6","Subject Name URI#6","Subject Name#7","Subject Name URI#7","Subject Name#8","Subject Name URI#8","Subject Name#9","Subject Name URI#9","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Subject Temporal#1","Subject Temporal URI#1","Subject Title#1","Subject Title URI#1","Subject Title#2","Subject Title URI#2","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME"
"Boulder Gay Liberation Collection","","A letter from Stanley Hohnholz about coming out and joining the Boulder Gay Liberation Front","Devised","Hohnholz, Stan","author","http://id.loc.gov/authorities/names/no2023067290","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Autobiographies","http://id.loc.gov/authorities/genreForms/gf2014026047","","","","","","Undated","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","drafts (documents)","http://vocab.getty.edu/page/aat/300026931","2 unnumbered pages","A handwritten document briefly describing an anonymous person's experience coming out and then getting involved with the Boulder Gay Liberation Front.","","","Coming out","https://homosaurus.org/v3/homoit0000295","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","LGBTQ+ movement","https://homosaurus.org/v3/homoit0001026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_17_03.pdf","https://ark.colorado.edu/ark:/47540/85171h2484qs","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 17","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","126","1254352","5343","narv_BGL_COU193_01_17_03.pdf"
"Boulder Gay Liberation Collection","","Pamphlet providing help resources from the Gay and Lesbian Community Center of Colorado","Devised","Kemble, Ray","designer","local","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Informational works","http://id.loc.gov/authorities/genreForms/gf2014026113","","","Denver (Colo.)","Gay and Lesbian Community Center of Colorado","Undated","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","pamphlets","http://vocab.getty.edu/page/aat/300220572","2 unnumbered pages","A pamphlet developed by the Gay and Lesbian Community Center of Colorado (GLCCC) which provides helpful resources concerning civil rights, mental health, and AIDS healthcare.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","STDs","https://homosaurus.org/v3/homoit0001308","Health care for LGBTQ+ people","https://homosaurus.org/v3/homoit0000614","LGBTQ+ civil rights","https://homosaurus.org/v3/homoit0000276","AIDS education","https://homosaurus.org/v3/homoit0000027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_02_06_04.pdf","https://ark.colorado.edu/ark:/47540/xw850m05c67j","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 2 | folder 6","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","178","1254452","5343","narv_BGL_COU193_02_06_04.pdf"
"Boulder Gay Liberation Collection","","Passage À Gay: A Photo-Documentary","Proper","Casanova, Hélène","photographer","http://id.loc.gov/authorities/names/no2016099264","","","","","","","","","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","documentary photographs","http://vocab.getty.edu/page/aat/300264341","","","Portland (Or.)","Carpe Diem","1995","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","photobooks","http://vocab.getty.edu/page/aat/300265728","66 unnumbered pages","A photo-essay book that depicts portraits of LGBTQ+ people in their daily life, work, and relationships. The book aimed to express the idea that heterosexual and homosexual people are more alike, than unalike.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","LGBTQ+ culture","https://homosaurus.org/v3/homoit0001831","LGBTQ+ relationships","https://homosaurus.org/v3/homoit0001237","Portrait photography","http://id.worldcat.org/fast/1072259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Boulder (Boulder, Colorado, United States, North America) (populated place)","GNIS: 178680","","","","","","","","","","","narv_BGL_COU193_02_09_01.pdf","https://ark.colorado.edu/ark:/47540/j79v2x76f0jz","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 2 | folder 9","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","195","1254470","5343","narv_BGL_COU193_02_09_01.pdf"
"Boulder Gay Liberation Collection","In the interest of preserving and presenting the historical record, the University Libraries collects materials that document and demonstrate the perspectives presented by the creator. As a result, this item contains objectionable language.","Postcard presenting safe sex options","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","greeting cards","http://vocab.getty.edu/page/aat/300026778","","","Atlanta (Ga.)","U.S. Conference of Mayors","1985","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Postcards","http://id.loc.gov/authorities/genreForms/gf2014026151","2 unnumbered pages","A postcard that acts similar to a lovegram or valentine. The front of the card states, ""PS I love you"" and lists three categories of ""safe,"" ""safer,"" and ""unsafe"" sexual acts. The back of the card offers a checklist with different sexual encounters the sender would like to perform with their intended recipient. There is also space for the sender to include their name and phone number in order to connect with their admired recipient.","","","Valentines","http://id.worldcat.org/fast/1163796","Sex (Act)","https://homosaurus.org/v3/homoit0001267","Safer sex","https://homosaurus.org/v3/homoit0001251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_21_01.pdf","https://ark.colorado.edu/ark:/47540/rz9k3249b4md","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 21","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","138","1254376","5343","narv_BGL_COU193_01_21_01.pdf"
"Boulder Gay Liberation Collection","","Poster for the ""Riots of Spring"" dance at Hidden Valley Ranch","Devised","Boulder Gay Liberation Front","creator","local","Lesbian Caucus","creator","local","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","1982-05-01","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster advertising a ""Riots of Spring"" dance located at Hidden Valley Ranch. The dance is hosted by the Boulder Gay Liberation Front and Lesbian Caucus. The live music at the dance is provided by Jay Klausenstock.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","","","","","","","","","Klausenstock, Jay","local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_22.pdf","https://ark.colorado.edu/ark:/47540/gf590936044t","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","112","1254284","5343","narv_BGL_COU193_01_15_22.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Annual Halloween Costume Ball","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","[1970s]","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","2 unnumbered pages","Poster for the Boulder Gay Liberation Front's Annual Halloween Costume Ball at Hidden Valley Ranch. There is an ink drawing of a person in a fancy dress with another person placing a large hat on their head.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","Halloween costumes","http://id.loc.gov/authorities/subjects/sh00002226","Balls (Parties)","http://id.loc.gov/authorities/subjects/sh85011340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_02.pdf","https://ark.colorado.edu/ark:/47540/jx4j5718s3zt","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","92","1254324","5343","narv_BGL_COU193_01_15_02.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Annual Halloween Costume Ball","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","[1970s]","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","2 unnumbered pages","Poster for the Boulder Gay Liberation Front's Annual Halloween Costume Ball at Hidden Valley Ranch. There is a drawing of a person in a fancy dress with another person placing a large hat on their head. Another page in this document displays handwritten notes.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","Halloween costumes","http://id.loc.gov/authorities/subjects/sh00002226","Balls (Parties)","http://id.loc.gov/authorities/subjects/sh85011340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_23_02.pdf","https://ark.colorado.edu/ark:/47540/q4963250c648","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 23","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","141","1254378","5343","narv_BGL_COU193_01_23_02.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Bi-Centennial Ball","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","1976-06-12","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster advertising the Bi-Centennial Ball located at Hidden Valley Ranch. The dance is hosted by the Boulder Gay Liberation Front. The live music at the dance is provided by a group called Raw Honey.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","Balls (Parties)","http://id.loc.gov/authorities/subjects/sh85011340","","","","","","","Raw Honey (Musical group)","http://id.loc.gov/authorities/names/no98051221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_17.pdf","https://ark.colorado.edu/ark:/47540/3m1j0x37w5cr","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","107","1254294","5343","narv_BGL_COU193_01_15_17.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Bi-Centennial Ball","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","1976-06-12","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster advertising the Bi-Centennial Ball located at Hidden Valley Ranch. The dance is hosted by the Boulder Gay Liberation Front. The live music at the dance is provided by a group called Raw Honey.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","Balls (Parties)","http://id.loc.gov/authorities/subjects/sh85011340","","","","","","","Raw Honey (Musical group)","http://id.loc.gov/authorities/names/no98051221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_18.pdf","https://ark.colorado.edu/ark:/47540/vc265b81k9zq","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","108","1254292","5343","narv_BGL_COU193_01_15_18.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Bi-Centennial Ball","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","1976-06-12","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster advertising the Bi-Centennial Ball located at Hidden Valley Ranch. The dance is hosted by the Boulder Gay Liberation Front. The live music at the dance is provided by a group called Raw Honey.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","Balls (Parties)","http://id.loc.gov/authorities/subjects/sh85011340","","","","","","","Raw Honey (Musical group)","http://id.loc.gov/authorities/names/no98051221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_19.pdf","https://ark.colorado.edu/ark:/47540/4c4c6j8766bv","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","109","1254290","5343","narv_BGL_COU193_01_15_19.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's CoffeeHouse 5 event","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","[1970s]","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster advertising the reopening of the Boulder Gay Liberation Front's ""CoffeeHouse."" The poster reads ""Coffee House 5"" at the top. A small section of the poster is also dedicated to advertising Gay Pride Week.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Coffeehouses","http://id.loc.gov/authorities/subjects/sh85027714","Gay pride week","https://homosaurus.org/v3/homoit0000523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_06.pdf","https://ark.colorado.edu/ark:/47540/qf8h3d78q3nr","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","96","1254316","5343","narv_BGL_COU193_01_15_06.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's CoffeeHouse 5 event","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","[1970s]","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","2 unnumbered pages","Poster advertising the reopening of the Boulder Gay Liberation Front's ""CoffeeHouse."" The poster reads ""Coffee House 5"" at the top. A small section of the poster is also dedicated to advertising Gay Pride Week. The second page depicts doodles for the CoffeeHouse logo, as well as listed events with the hours.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Coffeehouses","http://id.loc.gov/authorities/subjects/sh85027714","Gay pride week","https://homosaurus.org/v3/homoit0000523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_18_05.pdf","https://ark.colorado.edu/ark:/47540/nc8w99652795","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 18","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","135","1254362","5343","narv_BGL_COU193_01_18_05.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's CoffeeHouse event","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","1976","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster advertising the Boulder Gay Liberation Front's ""CoffeeHouse."" The poster reads ""We are not leaving for the break"" and provides information about the event. The poster also depicts a drawing of people standing in a line waiting to sit on Santa's lap and reads, ""Merry Christmas"" and ""Happy New Year.""","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Coffeehouses","http://id.loc.gov/authorities/subjects/sh85027714","Holidays","http://id.worldcat.org/fast/958730","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_20.pdf","https://ark.colorado.edu/ark:/47540/7c8r3q40j1q7","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","110","1254288","5343","narv_BGL_COU193_01_15_20.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's dance at Hidden Valley Ranch","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","1975/1980-07-19","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","2 unnumbered pages","Poster advertising a dance at the Hidden Valley Ranch. The dance is hosted by the Boulder Gay Liberation Front. There is also large text on the poster that reads, ""Hot Dance Hot."" The live music at the dance is provided by a group called Raw Honey.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","","","","","","","","","Raw Honey (Musical group)","http://id.loc.gov/authorities/names/no98051221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_04.pdf","https://ark.colorado.edu/ark:/47540/3b9q4x57w0cd","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","94","1254320","5343","narv_BGL_COU193_01_15_04.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's dance at Hidden Valley Ranch","Devised","Boulder Gay Liberation Front","creator","local","Lesbian Caucus","creator","local","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","1981","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster advertising a dance located at Hidden Valley Ranch. The dance is hosted by the Boulder Gay Liberation Front and Lesbian Caucus. The live music at the dance is provided by Jay Klausenstock.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","","","","","","","","","Klausenstock, Jay","local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_21.pdf","https://ark.colorado.edu/ark:/47540/z31w7d41x3hv","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","111","1254286","5343","narv_BGL_COU193_01_15_21.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's dance at Hidden Valley Ranch","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","[1970s]","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster for the Boulder Gay Liberation Front's dance at Hidden Valley Ranch. The poster depicts an ink drawing of two people dancing with their shirts off. The live music at the dance is provided by a group called The Ravers.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","","","","","","","","","The Ravers (Musical group)","local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_14.pdf","https://ark.colorado.edu/ark:/47540/290k9c18774m","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","104","1254300","5343","narv_BGL_COU193_01_15_14.pdf"
